count,mean,std,min,25%,50%,75%,max,column
1000.0,11763.113,6761.839631004747,53.0,5936.0,11722.0,17600.5,23290.0,Corredor
1000.0,11992.319,6858.858466151471,54.0,6095.0,11962.0,17921.75,23662.0,Lugar
1000.0,39.1,10.675390576647018,5.0,31.0,38.0,46.0,81.0,Edad
1000.0,1757456592.83005,1356408281.4252565,156.0,290.9375,2314166667.0,2758541666.5,5667833333.0,Tiempo
